"Library","Predictor","nComp_optimal","RMSEP_CV","R2_CV","Bias","RPD","Perm_p"
"5nm","TWD_drone",2,26.2219126026652,0.148266196319255,-0.0173478060149408,1.0827434228451,0.021021021021021
